org.argouml.cognitive.Designer.run();HIGH;CINT:24&LOC:105&MND:8&CC:19&NOAV:34
org.argouml.core.propertypanels.ui.UMLModelElementListModel.propertyChange(PropertyChangeEvent);MEDIUM;CINT:11&LOC:102&MND:11&CC:18&NOAV:23
org.argouml.notation.providers.uml.AttributeNotationUml.parseAttribute(String, Object);HIGH;CINT:21&LOC:260&MND:6&CC:60&NOAV:34
org.argouml.profile.internal.ocl.uml14.CollectionsModelInterpreter.invokeFeature(Map<String, Object>, Object, String, String, Object[]);HIGH;CINT:21&LOC:315&MND:6&CC:78&NOAV:92
org.argouml.ui.explorer.DnDExplorerTree.ArgoDropTargetListener.drop(DropTargetDropEvent);MEDIUM;CINT:42&LOC:142&MND:6&CC:27&NOAV:25
org.argouml.uml.generator.ui.ClassGenerationDialog.actionPerformed(ActionEvent);MEDIUM;CINT:26&LOC:89&MND:7&CC:17&NOAV:25
