"org.argouml.cognitive.checklist.CheckItem","HIGH"
"org.argouml.ui.JasonsBigTheme","VERYHIGH"
"org.argouml.ui.JasonsHugeTheme","VERYHIGH"
"org.argouml.ui.JasonsTheme","VERYHIGH"
"org.argouml.uml.diagram.static_structure.layout.ClassdiagramNode","HIGH"
